scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Crocuta crocuta,2024-10-07 11:13:00 +0200,,"Kruger NP, Mopani District Municipality, South Africa",-23.7095466193,31.5428941147,,Spotted Hyena,https://www.inaturalist.org/observations/249856615,https://inaturalist-open-data.s3.amazonaws.com/photos/446730133/medium.jpg,alandmanson,249856615,Spotted Hyena,Mammalia,41886,2,0,2024/10/07 11:13 AM,2024-10-07,2024-10-07 09:13:00 UTC,Pretoria,160,160,NA,open,false,,,703114,Alan Manson,2024-10-31 08:01:11 UTC,2024-10-31 11:49:43 UTC,research,CC-BY,NA,NA,false
Loxodonta africana,2024-10-07 11:00:00 +0200,,"Mopani, Kruger National Park, ZA-NP, ZA",-23.7868244948,31.4889657971,,Savanna Elephant,https://www.inaturalist.org/observations/249855964,https://inaturalist-open-data.s3.amazonaws.com/photos/446728691/medium.jpg,alandmanson,249855964,Savanna Elephant,Mammalia,43694,3,0,2024/10/07 11:00 AM,2024-10-07,2024-10-07 09:00:00 UTC,Pretoria,41,30154,NA,obscured,true,,,703114,Alan Manson,2024-10-31 07:49:40 UTC,2024-11-01 20:10:32 UTC,research,CC-BY,NA,NA,false
Papio ursinus,2024-10-07 09:35:00 +0200,,"Mopani District Municipality, South Africa",-23.8528316667,31.5758,,Chacma Baboon,https://www.inaturalist.org/observations/249855249,https://inaturalist-open-data.s3.amazonaws.com/photos/446727474/medium.jpg,alandmanson,249855249,Chacma Baboon,Mammalia,57556,3,0,2024/10/07 9:35 AM,2024-10-07,2024-10-07 07:35:00 UTC,Pretoria,NA,NA,NA,open,false,,,703114,Alan Manson,2024-10-31 07:38:24 UTC,2024-11-01 06:31:00 UTC,research,CC-BY,NA,NA,false
Loxodonta africana,2024-10-07 08:04:00 +0200,,"Kruger National Park, ZA",-24.0054544157,31.6254545323,,Savanna Elephant,https://www.inaturalist.org/observations/249854665,https://inaturalist-open-data.s3.amazonaws.com/photos/446725869/medium.jpg,alandmanson,249854665,Savanna Elephant,Mammalia,43694,5,0,2024/10/07 8:04 AM,2024-10-07,2024-10-07 06:04:00 UTC,Pretoria,200,30112,NA,obscured,true,,,703114,Alan Manson,2024-10-31 07:26:29 UTC,2024-11-01 17:25:31 UTC,research,CC-BY,NA,NA,false
Syncerus caffer caffer,2024-10-07 07:47:00 +0200,,"Kruger NP, South Africa",-24.15967,31.72042,,Cape Buffalo,https://www.inaturalist.org/observations/249854663,https://inaturalist-open-data.s3.amazonaws.com/photos/446725747/medium.jpg,alandmanson,249854663,Cape Buffalo,Mammalia,516814,3,0,2024/10/07 7:47 AM,2024-10-07,2024-10-07 05:47:00 UTC,Pretoria,200,200,NA,open,false,,,703114,Alan Manson,2024-10-31 07:26:29 UTC,2024-10-31 19:00:11 UTC,research,CC-BY,NA,NA,false
Panthera leo melanochaita,2024-10-07 06:52:00 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.2668819073,31.7839786124,,Southern Lion,https://www.inaturalist.org/observations/249854655,https://inaturalist-open-data.s3.amazonaws.com/photos/446725492/medium.jpg,alandmanson,249854655,Southern Lion,Mammalia,557401,2,0,2024/10/07 6:52 AM,2024-10-07,2024-10-07 04:52:00 UTC,Pretoria,200,30090,NA,obscured,true,,,703114,Alan Manson,2024-10-31 07:26:27 UTC,2024-10-31 19:00:43 UTC,research,CC-BY,NA,NA,false
Lupulella,2024-10-07 06:07:00 +0200,,"Kruger NP, South Africa",-24.3917933333,31.7807883333,,African Jackals,https://www.inaturalist.org/observations/249854017,https://inaturalist-open-data.s3.amazonaws.com/photos/446724181/medium.jpg,alandmanson,249854017,Lupulella,Mammalia,1210963,0,0,2024/10/07 6:07 AM,2024-10-07,2024-10-07 04:07:00 UTC,Pretoria,20,20,NA,,false,,,703114,Alan Manson,2024-10-31 07:13:01 UTC,2024-10-31 12:14:11 UTC,needs_id,CC-BY,NA,NA,false
Oreotragus oreotragus transvaalensis,2024-10-06 11:53:00 +0200,,"Kruger NP, South Africa",-24.9035466667,31.750665,,Transvaal Klipspringer,https://www.inaturalist.org/observations/249854006,https://inaturalist-open-data.s3.amazonaws.com/photos/446723698/medium.jpg,alandmanson,249854006,Transvaal Klipspringer,Mammalia,698468,2,0,2024/10/06 11:53 AM,2024-10-06,2024-10-06 09:53:00 UTC,Pretoria,20,20,NA,open,false,,,703114,Alan Manson,2024-10-31 07:12:58 UTC,2024-10-31 19:04:58 UTC,research,CC-BY,NA,NA,false
Raphicerus campestris campestris,2024-02-16 15:43:31 +0200,,"Kruger Park, South Africa",-24.0676942471,31.6896152124,,Southern Steenbuck,https://www.inaturalist.org/observations/249807035,https://static.inaturalist.org/photos/446630314/medium.jpeg,titouanboscus,249807035,Southern Steenbuck,Mammalia,698704,2,0,2024-02-16 15:43:31,2024-02-16,2024-02-16 13:43:31 UTC,Pretoria,2238,2238,NA,open,false,,,5133136,Titouan Bcs,2024-10-30 21:21:49 UTC,2024-10-31 19:05:31 UTC,research,,NA,2,false
Crocuta crocuta,2024-10-06 09:33:00 +0200,,"Kruger NP, South Africa",-25.05251,31.5742116667,,Spotted Hyena,https://www.inaturalist.org/observations/249791544,https://inaturalist-open-data.s3.amazonaws.com/photos/446597488/medium.jpg,alandmanson,249791544,Spotted Hyena,Mammalia,41886,3,0,2024/10/06 9:33 AM,2024-10-06,2024-10-06 07:33:00 UTC,Pretoria,50,50,NA,open,false,,,703114,Alan Manson,2024-10-30 19:07:01 UTC,2024-11-01 07:03:52 UTC,research,CC-BY,NA,NA,false
Panthera pardus pardus,2024-10-06 09:25:00 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.1191406655,31.5100160096,,African Leopard,https://www.inaturalist.org/observations/249791542,https://inaturalist-open-data.s3.amazonaws.com/photos/446597424/medium.jpg,alandmanson,249791542,African Leopard,Mammalia,319574,2,0,2024/10/06 9:25 AM,2024-10-06,2024-10-06 07:25:00 UTC,Pretoria,50,30003,NA,obscured,true,,,703114,Alan Manson,2024-10-30 19:06:59 UTC,2024-11-01 18:07:07 UTC,research,CC-BY,NA,NA,false
Loxodonta africana,2024-10-06 08:41:00 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.356576815,31.4198752918,,Savanna Elephant,https://www.inaturalist.org/observations/249791541,https://inaturalist-open-data.s3.amazonaws.com/photos/446597265/medium.jpg,alandmanson,249791541,Savanna Elephant,Mammalia,43694,4,0,2024/10/06 8:41 AM,2024-10-06,2024-10-06 06:41:00 UTC,Pretoria,50,29981,NA,obscured,true,,,703114,Alan Manson,2024-10-30 19:06:59 UTC,2024-11-01 20:10:30 UTC,research,CC-BY,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-06 07:09:00 +0200,,"Kruger NP, South Africa",-25.352455,31.5171566667,,Southern Greater Kudu,https://www.inaturalist.org/observations/249791536,https://inaturalist-open-data.s3.amazonaws.com/photos/446596958/medium.jpg,alandmanson,249791536,Southern Greater Kudu,Mammalia,524159,3,0,2024/10/06 7:09 AM,2024-10-06,2024-10-06 05:09:00 UTC,Pretoria,50,50,NA,open,false,,,703114,Alan Manson,2024-10-30 19:06:57 UTC,2024-11-01 20:21:30 UTC,research,CC-BY,NA,NA,false
Phacochoerus africanus,2024-10-29 08:26:41 +0200,,"Kruger Park, South Africa",-24.9937811,31.4793593,,Common Warthog,https://www.inaturalist.org/observations/249752248,https://static.inaturalist.org/photos/446521830/medium.jpeg,esi_bossman,249752248,Common Warthog,Mammalia,42122,1,0,2024-10-29 08:26:41,2024-10-29,2024-10-29 06:26:41 UTC,Pretoria,NA,NA,NA,open,false,gps,gps,3669904,Esi Bossman,2024-10-30 13:07:16 UTC,2024-10-31 19:09:53 UTC,research,,NA,2,false
Lycaon pictus,2024-10-29 20:35:35 +0200,,"Tshokwane - Skukuza Rd Skukuza Rest Camp, Kruger National Park, Skukuza, 1350, South Africa",-24.9934076,31.5881925,,African Wild Dog,https://www.inaturalist.org/observations/249752066,https://static.inaturalist.org/photos/446521500/medium.jpeg,esi_bossman,249752066,African Wild Dog,Mammalia,42093,2,0,2024-10-29 20:35:35,2024-10-29,2024-10-29 18:35:35 UTC,Pretoria,NA,NA,NA,open,false,gps,gps,3669904,Esi Bossman,2024-10-30 13:05:07 UTC,2024-10-31 19:10:29 UTC,research,,NA,2,false
Mungos mungo,2024-10-10 17:39:13 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-24.9630818661,31.6272806377,,Banded Mongoose,https://www.inaturalist.org/observations/249742483,https://inaturalist-open-data.s3.amazonaws.com/photos/446502393/medium.jpeg,wilco_vertegaal,249742483,Zebramangoeste,Mammalia,41921,1,0,Thu Oct 10 2024 17:39:13 GMT+0200 (Midden-Europese zomertijd),2024-10-10,2024-10-10 15:39:13 UTC,Pretoria,NA,NA,NA,open,false,,,4007902,Wilco Vertegaal,2024-10-30 11:02:38 UTC,2024-10-30 20:47:06 UTC,research,CC-BY-NC,NA,826,false
Tragelaphus sylvaticus sylvaticus,2024-10-05 06:57:00 +0200,,"Berg-en-Dal, Kruger NP, South Africa",-25.4244833333,31.4510583333,,Cape Bushbuck,https://www.inaturalist.org/observations/249667188,https://inaturalist-open-data.s3.amazonaws.com/photos/446342059/medium.jpg,alandmanson,249667188,Cape Bushbuck,Mammalia,1431869,2,0,2024/10/05 6:57 AM,2024-10-05,2024-10-05 04:57:00 UTC,Pretoria,20,20,NA,,false,,,703114,Alan Manson,2024-10-29 19:20:44 UTC,2024-10-31 19:12:53 UTC,research,CC-BY,NA,NA,false
Lupulella mesomelas mesomelas,2024-08-10 15:29:44 +0200,,"Kruger National Park, Bushbuckridge, Mpumalanga, ZA",-24.4673806904,31.4543103051,,Southern Black-backed Jackal,https://www.inaturalist.org/observations/249661150,https://inaturalist-open-data.s3.amazonaws.com/photos/446334479/medium.jpeg,jacob_dirsuwei,249661150,Southern Black-backed Jackal,Mammalia,1210973,3,0,2024-08-10 15:29:44+02:00,2024-08-10,2024-08-10 13:29:44 UTC,Pretoria,131,131,NA,open,false,,,2360293,Jacob Dirsuwei,2024-10-29 18:23:41 UTC,2024-10-30 11:37:09 UTC,research,CC-BY-NC,NA,3,false
Panthera leo melanochaita,2024-10-04 10:30:00 +0200,,South Africa,-25.3806896535,31.9673073902,,Southern Lion,https://www.inaturalist.org/observations/249636370,https://inaturalist-open-data.s3.amazonaws.com/photos/446285494/medium.jpg,alandmanson,249636370,Southern Lion,Mammalia,557401,4,0,2024/10/04 10:30 AM,2024-10-04,2024-10-04 08:30:00 UTC,Pretoria,20,29981,NA,obscured,true,,,703114,Alan Manson,2024-10-29 14:55:31 UTC,2024-11-01 00:47:55 UTC,research,CC-BY,NA,NA,false
Syncerus caffer caffer,2024-10-26 11:36:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2650418734,31.4996847018,,Cape Buffalo,https://www.inaturalist.org/observations/249612580,https://inaturalist-open-data.s3.amazonaws.com/photos/446240098/medium.jpeg,b_martin_,249612580,Cape Buffalo,Mammalia,516814,1,0,2024/10/26 11:36 AM,2024-10-26,2024-10-26 09:36:00 UTC,Pretoria,9133,9133,NA,open,false,,,3267907,Brad,2024-10-29 10:17:11 UTC,2024-11-02 19:13:18 UTC,research,CC-BY-NC,NA,NA,false
Sylvicapra grimmia caffra,2024-10-26 11:32:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Grey Common Duiker,https://www.inaturalist.org/observations/249612579,https://inaturalist-open-data.s3.amazonaws.com/photos/446240084/medium.jpeg,b_martin_,249612579,Grey Common Duiker,Mammalia,597475,1,0,2024/10/26 11:32 AM,2024-10-26,2024-10-26 09:32:00 UTC,Pretoria,5124,5124,NA,open,false,,,3267907,Brad,2024-10-29 10:17:10 UTC,2024-10-29 11:33:34 UTC,research,CC-BY-NC,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-26 10:57:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Southern Greater Kudu,https://www.inaturalist.org/observations/249612574,https://inaturalist-open-data.s3.amazonaws.com/photos/446240022/medium.jpeg,b_martin_,249612574,Southern Greater Kudu,Mammalia,524159,3,0,2024/10/26 10:57 AM,2024-10-26,2024-10-26 08:57:00 UTC,Pretoria,5124,5124,NA,open,false,,,3267907,Brad,2024-10-29 10:17:07 UTC,2024-11-01 20:21:37 UTC,research,CC-BY-NC,NA,NA,false
Chlorocebus pygerythrus pygerythrus,2024-10-26 10:50:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Southern Vervet Monkey,https://www.inaturalist.org/observations/249612569,https://inaturalist-open-data.s3.amazonaws.com/photos/446239815/medium.jpeg,b_martin_,249612569,Southern Vervet Monkey,Mammalia,566746,3,0,2024/10/26 10:50 AM,2024-10-26,2024-10-26 08:50:00 UTC,Pretoria,5124,5124,NA,open,false,,,3267907,Brad,2024-10-29 10:17:04 UTC,2024-10-30 00:42:59 UTC,research,CC-BY-NC,NA,NA,false
Crocuta crocuta,2024-10-26 10:42:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2664649142,31.5212794959,,Spotted Hyena,https://www.inaturalist.org/observations/249612565,https://inaturalist-open-data.s3.amazonaws.com/photos/446239792/medium.jpeg,b_martin_,249612565,Spotted Hyena,Mammalia,41886,2,0,2024/10/26 10:42 AM,2024-10-26,2024-10-26 08:42:00 UTC,Pretoria,488,488,NA,open,false,,,3267907,Brad,2024-10-29 10:17:03 UTC,2024-10-31 19:16:28 UTC,research,CC-BY-NC,NA,NA,false
Papio ursinus griseipes,2024-10-26 10:48:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774011096,31.5220251417,,Grayfoot Chacma Baboon,https://www.inaturalist.org/observations/249612562,https://inaturalist-open-data.s3.amazonaws.com/photos/446239747/medium.jpeg,b_martin_,249612562,Grayfoot Chacma Baboon,Mammalia,147744,2,0,2024/10/26 10:48 AM,2024-10-26,2024-10-26 08:48:00 UTC,Pretoria,244,244,NA,open,false,,,3267907,Brad,2024-10-29 10:17:00 UTC,2024-10-31 19:18:02 UTC,research,CC-BY-NC,NA,NA,false
Paraxerus cepapi,2024-10-26 10:08:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2862966667,31.5318933333,,Smith's Bush Squirrel,https://www.inaturalist.org/observations/249612558,https://inaturalist-open-data.s3.amazonaws.com/photos/446239562/medium.jpeg,b_martin_,249612558,Smith's Bush Squirrel,Mammalia,46110,1,0,2024/10/26 10:08 AM,2024-10-26,2024-10-26 08:08:00 UTC,Pretoria,NA,NA,NA,open,false,,,3267907,Brad,2024-10-29 10:16:59 UTC,2024-10-31 19:19:10 UTC,research,CC-BY-NC,NA,NA,false
Aepyceros melampus melampus,2024-10-26 09:37:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2862966667,31.5318933333,,Common Impala,https://www.inaturalist.org/observations/249612553,https://inaturalist-open-data.s3.amazonaws.com/photos/446239441/medium.jpeg,b_martin_,249612553,Common Impala,Mammalia,147920,2,0,2024/10/26 9:37 AM,2024-10-26,2024-10-26 07:37:00 UTC,Pretoria,NA,NA,NA,open,false,,,3267907,Brad,2024-10-29 10:16:56 UTC,2024-10-31 19:19:26 UTC,research,CC-BY-NC,NA,NA,false
Ceratotherium simum simum,2024-10-26 09:25:00 +0200,,"Ehlanzeni, ZA-MP, ZA",-25.2378737205,31.4333291419,,Southern White Rhinoceros,https://www.inaturalist.org/observations/249612548,https://inaturalist-open-data.s3.amazonaws.com/photos/446239336/medium.jpeg,b_martin_,249612548,Southern White Rhinoceros,Mammalia,147580,2,0,2024/10/26 9:25 AM,2024-10-26,2024-10-26 07:25:00 UTC,Pretoria,NA,29981,NA,obscured,true,,,3267907,Brad,2024-10-29 10:16:54 UTC,2024-10-30 05:39:05 UTC,research,CC-BY-NC,NA,NA,false
Phacochoerus africanus sundevallii,2024-10-26 08:57:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2862966667,31.5318933333,,Southern Warthog,https://www.inaturalist.org/observations/249612538,https://inaturalist-open-data.s3.amazonaws.com/photos/446238075/medium.jpeg,b_martin_,249612538,Southern Warthog,Mammalia,531646,2,0,2024/10/26 8:57 AM,2024-10-26,2024-10-26 06:57:00 UTC,Pretoria,NA,NA,NA,open,false,,,3267907,Brad,2024-10-29 10:16:49 UTC,2024-10-31 19:20:22 UTC,research,CC-BY-NC,NA,NA,false
Connochaetes taurinus taurinus,2024-10-26 07:57:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2532383333,31.46751,,Blue Wildebeest,https://www.inaturalist.org/observations/249612530,https://inaturalist-open-data.s3.amazonaws.com/photos/446237852/medium.jpeg,b_martin_,249612530,Blue Wildebeest,Mammalia,528081,4,0,2024/10/26 7:57 AM,2024-10-26,2024-10-26 05:57:00 UTC,Pretoria,NA,NA,NA,open,false,,,3267907,Brad,2024-10-29 10:16:46 UTC,2024-10-31 19:21:03 UTC,research,CC-BY-NC,NA,NA,false
Panthera leo melanochaita,2024-10-26 07:33:00 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.2096107445,31.5721833321,,Southern Lion,https://www.inaturalist.org/observations/249612529,https://inaturalist-open-data.s3.amazonaws.com/photos/446237772/medium.jpeg,b_martin_,249612529,Southern Lion,Mammalia,557401,4,0,2024/10/26 7:33 AM,2024-10-26,2024-10-26 05:33:00 UTC,Pretoria,244,29981,NA,obscured,true,,,3267907,Brad,2024-10-29 10:16:46 UTC,2024-11-01 00:47:27 UTC,research,CC-BY-NC,NA,NA,false
Giraffa giraffa giraffa,2024-10-26 07:50:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Southern African Giraffe,https://www.inaturalist.org/observations/249612528,https://inaturalist-open-data.s3.amazonaws.com/photos/446237768/medium.jpeg,b_martin_,249612528,Southern African Giraffe,Mammalia,1510582,3,0,2024/10/26 7:50 AM,2024-10-26,2024-10-26 05:50:00 UTC,Pretoria,5124,5124,NA,open,false,,,3267907,Brad,2024-10-29 10:16:46 UTC,2024-10-29 20:58:19 UTC,research,CC-BY-NC,NA,NA,false
Tragelaphus strepsiceros strepsiceros,2024-10-26 07:24:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Southern Greater Kudu,https://www.inaturalist.org/observations/249612526,https://inaturalist-open-data.s3.amazonaws.com/photos/446237594/medium.jpeg,b_martin_,249612526,Southern Greater Kudu,Mammalia,524159,2,0,2024/10/26 7:24 AM,2024-10-26,2024-10-26 05:24:00 UTC,Pretoria,5124,5124,NA,open,false,,,3267907,Brad,2024-10-29 10:16:45 UTC,2024-11-01 20:21:38 UTC,research,CC-BY-NC,NA,NA,false
Loxodonta africana,2024-10-26 06:44:00 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.279524793,31.4535161905,,Savanna Elephant,https://www.inaturalist.org/observations/249612525,https://inaturalist-open-data.s3.amazonaws.com/photos/446237566/medium.jpeg,b_martin_,249612525,African Bush Elephant,Mammalia,43694,5,0,2024/10/26 6:44 AM,2024-10-26,2024-10-26 04:44:00 UTC,Pretoria,5124,29981,NA,obscured,true,,,3267907,Brad,2024-10-29 10:16:45 UTC,2024-11-01 20:10:52 UTC,research,CC-BY-NC,NA,NA,false
Equus quagga chapmani,2024-10-26 06:49:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Chapman's Zebra,https://www.inaturalist.org/observations/249612523,https://inaturalist-open-data.s3.amazonaws.com/photos/446237523/medium.jpeg,b_martin_,249612523,Chapman's Zebra,Mammalia,418151,1,0,2024/10/26 6:49 AM,2024-10-26,2024-10-26 04:49:00 UTC,Pretoria,5124,5124,NA,,false,,,3267907,Brad,2024-10-29 10:16:44 UTC,2024-10-29 11:35:29 UTC,research,CC-BY-NC,NA,NA,false
Panthera pardus pardus,2024-10-26 06:04:00 +0200,,"Kruger National Park, ZA-MP-EH, ZA-MP, ZA",-25.3925799517,31.4192820996,,African Leopard,https://www.inaturalist.org/observations/249612522,https://inaturalist-open-data.s3.amazonaws.com/photos/446237227/medium.jpeg,b_martin_,249612522,African Leopard,Mammalia,319574,3,0,2024/10/26 6:04 AM,2024-10-26,2024-10-26 04:04:00 UTC,Pretoria,5124,29981,NA,obscured,true,,,3267907,Brad,2024-10-29 10:16:44 UTC,2024-11-01 18:07:55 UTC,research,CC-BY-NC,NA,NA,false
Tragelaphus sylvaticus,2024-10-26 05:51:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Southern Bushbuck,https://www.inaturalist.org/observations/249612521,https://inaturalist-open-data.s3.amazonaws.com/photos/446237155/medium.jpeg,b_martin_,249612521,Southern Bushbuck,Mammalia,1431867,0,0,2024/10/26 5:51 AM,2024-10-26,2024-10-26 03:51:00 UTC,Pretoria,5124,5124,NA,,false,,,3267907,Brad,2024-10-29 10:16:44 UTC,2024-10-29 11:34:13 UTC,research,CC-BY-NC,NA,NA,false
Oreotragus oreotragus transvaalensis,2024-10-26 05:48:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.2774125661,31.5068654825,,Transvaal Klipspringer,https://www.inaturalist.org/observations/249612520,https://inaturalist-open-data.s3.amazonaws.com/photos/446236993/medium.jpeg,b_martin_,249612520,Transvaal Klipspringer,Mammalia,698468,1,0,2024/10/26 5:48 AM,2024-10-26,2024-10-26 03:48:00 UTC,Pretoria,5124,5124,NA,open,false,,,3267907,Brad,2024-10-29 10:16:43 UTC,2024-10-29 11:33:50 UTC,research,CC-BY-NC,NA,NA,false
Kobus ellipsiprymnus,2024-10-24 17:02:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.1334317154,31.3554982829,,Waterbuck,https://www.inaturalist.org/observations/249598573,https://inaturalist-open-data.s3.amazonaws.com/photos/446212833/medium.jpeg,b_martin_,249598573,Waterbuck,Mammalia,42328,0,0,2024/10/24 5:02 PM,2024-10-24,2024-10-24 15:02:00 UTC,Pretoria,19810,19810,NA,open,false,,,3267907,Brad,2024-10-29 06:46:13 UTC,2024-10-29 15:19:18 UTC,research,CC-BY-NC,NA,NA,false
Crocuta crocuta,2024-10-24 17:02:00 +0200,,"Ehlanzeni District Municipality, South Africa",-25.1334317154,31.3554982829,,Spotted Hyena,https://www.inaturalist.org/observations/249598572,https://inaturalist-open-data.s3.amazonaws.com/photos/446212800/medium.jpeg,b_martin_,249598572,Spotted Hyena,Mammalia,41886,0,0,2024/10/24 5:02 PM,2024-10-24,2024-10-24 15:02:00 UTC,Pretoria,19810,19810,NA,open,false,,,3267907,Brad,2024-10-29 06:46:12 UTC,2024-10-29 16:50:11 UTC,research,CC-BY-NC,NA,NA,false
